first_name,second_name,web_name,team_name,position,gw,player_id,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,total_points,in_dreamteam
Richarlison,de Andrade,Richarlison,Spurs,FWD,1,597,71,2,0,1,0,0,0,0,0,0,0,3,61,73.6,0.5,80.0,15.4,3,2,0,5,1,0.78,0.01,0.79,0.89,13,True
Will,Lankshear,Lankshear,Spurs,FWD,1,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Dane,Scarlett,Scarlett,Spurs,FWD,1,599,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Alphonse,Areola,Areola,West Ham,GKP,1,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Wes,Foderingham,Foderingham,West Ham,GKP,1,601,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Krisztián,Hegyi,Hegyi,West Ham,GKP,1,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
El Hadji Malick,Diouf,Diouf,West Ham,DEF,1,603,90,0,0,0,3,0,0,0,0,0,0,0,4,10.8,30.7,10.0,5.2,3,3,0,3,1,0.16,0.07,0.23,0.68,1,False
Emerson,Palmieri dos Santos,Emerson,West Ham,DEF,1,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Maximilian,Kilman,Kilman,West Ham,DEF,1,605,90,0,0,0,3,0,0,0,1,0,0,0,4,27.2,16.2,0.0,4.3,6,2,3,9,1,0.00,0.03,0.03,0.68,0,False
Konstantinos,Mavropanos,Mavropanos,West Ham,DEF,1,606,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Nayef,Aguerd,N.Aguerd,West Ham,DEF,1,607,90,0,0,0,3,0,0,0,0,0,0,0,1,14.6,3.0,0.0,1.8,2,4,0,2,1,0.00,0.02,0.02,0.68,1,False
Ollie,Scarles,Scarles,West Ham,DEF,1,608,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Jean-Clair,Todibo,Todibo,West Ham,DEF,1,609,81,0,0,0,2,0,0,0,0,0,0,0,9,19.8,3.1,0.0,2.3,5,2,3,8,1,0.00,0.01,0.01,0.64,1,False
Aaron,Wan-Bissaka,Wan-Bissaka,West Ham,DEF,1,610,90,0,0,0,3,0,0,0,0,0,0,0,9,17.8,24.7,8.0,5.1,2,6,1,3,1,0.00,0.07,0.07,0.68,1,False
Kaelan,Casey,Casey,West Ham,DEF,1,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Lucas,Tolentino Coelho de Lima,L.Paquetá,West Ham,MID,1,612,90,0,0,0,3,0,0,0,0,0,0,0,11,5.8,14.2,4.0,2.4,0,5,1,6,1,0.00,0.08,0.08,0.68,2,False
Tomáš,Souček,Souček,West Ham,MID,1,613,19,0,0,0,2,0,0,0,0,0,0,0,4,4.2,1.3,19.0,2.5,1,0,0,1,0,0.07,0.00,0.07,0.08,1,False
James,Ward-Prowse,Ward-Prowse,West Ham,MID,1,614,70,0,0,0,1,0,0,0,0,0,0,0,13,5.8,15.2,2.0,2.3,0,2,1,3,1,0.00,0.02,0.02,0.60,2,False
Crysencio,Summerville,Summerville,West Ham,MID,1,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Edson,Álvarez Velázquez,Álvarez,West Ham,MID,1,616,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Maxwel,Cornet,Cornet,West Ham,MID,1,617,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Guido,Rodríguez,G.Rodriguez,West Ham,MID,1,618,70,0,0,0,1,0,0,0,0,0,0,0,11,2.2,2.3,2.0,0.7,0,4,0,4,1,0.03,0.03,0.06,0.60,2,False
Luis Guilherme,Lira dos Santos,L.Guilherme,West Ham,MID,1,619,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
George,Earthy,Earthy,West Ham,MID,1,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Andy,Irving,Irving,West Ham,MID,1,621,8,0,0,0,1,0,0,0,0,0,0,0,6,4.4,14.8,0.0,1.9,0,1,1,2,0,0.00,0.06,0.06,0.04,1,False
Lewis,Orford,Orford,West Ham,MID,1,622,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Freddie,Potts,Potts,West Ham,MID,1,623,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Jarrod,Bowen,Bowen,West Ham,FWD,1,624,90,0,0,0,3,0,0,0,0,0,0,0,13,10.6,4.3,34.0,4.9,0,6,2,8,1,0.15,0.05,0.20,0.68,2,False
Niclas,Füllkrug,Füllkrug,West Ham,FWD,1,625,90,0,0,0,3,0,0,0,0,0,0,0,-1,0.8,14.5,34.0,4.9,0,0,0,0,1,0.14,0.08,0.22,0.68,2,False
Callum,Marshall,Marshall,West Ham,FWD,1,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Sam,Johnstone,Johnstone,Wolves,GKP,1,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
José,Malheiro de Sá,José Sá,Wolves,GKP,1,628,90,0,0,0,4,0,0,0,0,0,0,0,-8,3.6,0.0,0.0,0.4,1,6,0,0,1,0.00,0.00,0.00,2.47,0,False
Daniel,Bentley,Bentley,Wolves,GKP,1,629,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Tom,King,King,Everton,GKP,1,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Emmanuel,Agbadou,Agbadou,Wolves,DEF,1,631,90,0,0,0,4,0,0,0,0,0,0,0,-7,11.8,0.3,1.0,1.3,5,2,2,7,1,0.02,0.01,0.03,2.47,0,False
Matt,Doherty,Doherty,Wolves,DEF,1,632,90,0,0,0,4,0,0,0,1,0,0,0,-1,9.8,5.9,0.0,1.6,2,6,3,5,1,0.00,0.01,0.01,2.47,-1,False
Hugo,Bueno López,H.Bueno,Wolves,DEF,1,633,18,0,0,0,1,0,0,0,0,0,0,0,0,4.4,11.1,6.0,2.2,1,2,0,1,0,0.00,0.01,0.01,0.24,1,False
Yerson,Mosquera Valdelamar,Mosquera,Wolves,DEF,1,634,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Rodrigo,Martins Gomes,R.Gomes,Wolves,DEF,1,635,17,0,0,0,1,0,0,0,0,0,0,0,-1,2.2,1.0,4.0,0.7,0,0,1,1,0,0.00,0.00,0.00,0.24,1,False
Santiago,Ignacio Bueno,S.Bueno,Wolves,DEF,1,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Toti,Gomes,Toti,Wolves,DEF,1,637,90,0,0,0,4,0,0,0,0,0,0,0,0,14.6,10.8,0.0,2.5,2,4,2,4,1,0.00,0.00,0.00,2.47,0,False
Ki-Jana,Hoever,Hoever,Wolves,DEF,1,638,72,0,0,0,3,0,0,0,0,0,0,0,0,17.6,19.8,0.0,3.7,5,2,2,7,1,0.00,0.14,0.14,2.22,1,False
Bastien,Meupiyou Menadjou,Meupiyou,Wolves,DEF,1,639,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Pedro,Cardoso de Lima,Pedro Lima,Wolves,DEF,1,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Alfie,Pond,Pond,Wolves,DEF,1,641,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Hwang,Hee-chan,Hee Chan,Wolves,MID,1,642,8,0,0,0,0,0,0,0,0,0,0,0,3,3.0,10.3,0.0,1.3,0,0,1,1,0,0.00,0.02,0.02,0.19,1,False
André,Trindade da Costa Neto,André,Wolves,MID,1,643,71,0,0,0,3,0,0,0,0,0,0,0,16,15.6,1.7,0.0,1.7,3,8,4,15,1,0.00,0.01,0.01,2.22,4,False
Jean-Ricner,Bellegarde,Bellegarde,Wolves,MID,1,644,72,0,0,0,3,0,0,0,0,0,0,0,5,4.6,17.7,5.0,2.7,1,0,2,3,1,0.02,0.03,0.05,2.22,2,False
Fer,López González,Fer López,Wolves,MID,1,645,18,0,0,0,1,0,0,0,0,0,0,0,5,3.4,0.6,19.0,2.3,0,0,0,0,0,0.08,0.02,0.10,0.24,1,False
João Victor,Gomes da Silva,Gomes,Wolves,MID,1,646,90,0,0,0,4,0,0,0,0,0,0,0,20,19.4,14.8,4.0,3.8,3,2,4,9,1,0.00,0.04,0.04,2.47,2,False
Gonçalo Manuel,Ganchinho Guedes,Guedes,Wolves,MID,1,647,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Marshall,Munetsi,Munetsi,Wolves,MID,1,648,90,0,0,0,4,0,0,0,0,0,0,0,10,8.4,6.5,7.0,2.2,0,4,2,6,1,0.05,0.02,0.07,2.47,2,False
Boubacar,Traoré,B.Traore,Wolves,MID,1,649,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Tawanda,Chirewa,Chirewa,Wolves,MID,1,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Tom,Edozie,Edozie,Wolves,MID,1,651,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Enso,González Medina,Gonzalez,Wolves,MID,1,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Joe,Hodge,Hodge,Wolves,MID,1,653,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Jørgen,Strand Larsen,Strand Larsen,Wolves,FWD,1,654,81,0,0,0,4,0,0,0,0,0,0,0,8,11.0,2.3,45.0,5.8,3,1,1,5,1,0.38,0.01,0.39,2.28,2,False
Fábio,Soares Silva,Fábio Silva,Wolves,FWD,1,655,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Saša,Kalajdžić,Kalajdžić,Wolves,FWD,1,656,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Leon,Chiwome,Chiwome,Wolves,FWD,1,657,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Nathan,Fraser,Fraser,Wolves,FWD,1,658,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Kyle,Walker-Peters,Walker-Peters,West Ham,DEF,1,659,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Anton,Stach,Stach,Leeds,MID,1,660,90,0,1,1,0,0,0,0,0,0,0,0,24,28.2,63.9,22.0,11.4,7,4,2,13,1,0.27,0.29,0.56,0.55,8,False
Hugo,Ekitiké,Ekitiké,Liverpool,FWD,1,661,71,1,1,0,1,0,0,0,0,0,0,2,37,52.8,24.4,37.0,11.4,1,0,0,1,1,1.14,0.02,1.16,1.49,11,False
Cristhian,Mosquera,Mosquera,Arsenal,DEF,1,662,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Jhon,Arias,J.Arias,Wolves,MID,1,663,17,0,0,0,1,0,0,0,0,0,0,0,2,2.2,12.0,2.0,1.6,1,2,0,3,0,0.00,0.02,0.02,0.24,1,False
Benjamin,Lecomte,Lecomte,Fulham,GKP,1,664,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Lucas Estella,Perri,Perri,Leeds,GKP,1,665,90,0,0,1,0,0,0,0,0,0,1,0,24,11.2,0.0,0.0,1.1,2,8,0,0,1,0.00,0.00,0.00,0.55,6,False
Viktor,Gyökeres,Gyökeres,Arsenal,FWD,1,666,59,0,0,0,0,0,0,0,0,0,0,0,0,0.4,5.5,6.0,1.2,1,1,0,2,1,0.00,0.06,0.06,0.70,1,False
Adam,Aznou,Aznou,Everton,DEF,1,667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Granit,Xhaka,Xhaka,Sunderland,MID,1,668,90,0,0,1,0,0,0,0,0,0,0,0,10,15.4,31.8,0.0,4.7,3,2,1,6,1,0.00,0.04,0.04,0.56,3,False
Dan,Ndoye,Ndoye,Nott'm Forest,MID,1,669,78,1,0,0,1,0,0,0,0,0,0,2,29,32.2,0.8,27.0,6.0,0,3,0,3,1,0.10,0.01,0.11,1.50,9,False
Robin,Roefs,Roefs,Sunderland,GKP,1,670,90,0,0,1,0,0,0,0,0,0,4,1,31,30.0,0.0,0.0,3.0,3,10,0,0,1,0.00,0.00,0.00,0.56,8,False
Callum,Wilson,Wilson,West Ham,FWD,1,671,19,0,0,0,2,0,0,0,0,0,0,0,2,0.0,0.0,8.0,0.5,0,1,0,1,0,0.02,0.00,0.02,0.08,1,False
Jorrel,Hato,Hato,Chelsea,DEF,1,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
João Maria,Lobo Alves Palhares Costa Palhinha Gonçalves,J.Palhinha,Spurs,MID,1,673,10,0,0,0,0,0,0,0,0,0,0,0,2,0.2,0.6,0.0,0.1,0,0,0,0,0,0.00,0.00,0.00,0.00,1,False
Aaron,Ramsdale,Ramsdale,Newcastle,GKP,1,674,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Angus,Gunn,Gunn,Nott'm Forest,GKP,1,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Lesley,Ugochukwu,Ugochukwu,Burnley,MID,1,676,27,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.3,3.0,0.1,0,1,0,1,0,0.05,0.00,0.05,0.91,1,False
Evann,Guessand,Guessand,Aston Villa,MID,1,677,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Arthur,Masuaku,Masuaku,Sunderland,DEF,1,678,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Mads,Hermansen,Hermansen,West Ham,GKP,1,679,90,0,0,0,3,0,0,0,0,0,2,0,3,21.0,0.0,0.0,2.1,2,6,0,0,1,0.00,0.01,0.01,0.68,1,False
Armando,Broja,Broja,Burnley,FWD,1,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Benjamin,Sesko,Šeško,Man Utd,FWD,1,681,25,0,0,0,0,0,0,0,0,0,0,0,2,0.0,20.5,12.0,3.2,0,1,0,1,0,0.11,0.06,0.17,0.21,1,False
David,Møller Wolfe,Møller Wolfe,Wolves,DEF,1,682,71,0,0,0,3,0,0,0,0,0,0,0,-4,7.2,0.8,2.0,1.0,3,2,1,4,1,0.00,0.00,0.00,2.22,1,False
Omar,Alderete,Alderete,Sunderland,DEF,1,683,37,0,1,0,0,0,0,0,0,0,0,0,16,30.0,14.4,0.0,4.4,4,1,1,5,0,0.00,0.12,0.12,0.23,4,False
Malick,Thiaw,Thiaw,Newcastle,DEF,1,684,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Bafodé,Diakité,Diakité,Bournemouth,DEF,1,685,90,0,0,0,4,0,0,0,0,0,0,0,2,14.8,0.2,0.0,1.5,7,8,2,9,1,0.00,0.00,0.00,2.21,0,False
Rio,Ngumoha,Ngumoha,Liverpool,MID,1,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Remy,Rees-Dottin,Rees-Dottin,Bournemouth,MID,1,687,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
James,Wright,Wright,Aston Villa,GKP,1,688,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Seung-Soo,Park,Seung soo,Newcastle,MID,1,689,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Rio,Cardines,Cardines,Crystal Palace,MID,1,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
David,Raya Martín,Raya,Arsenal,GKP,2,1,90,0,0,1,0,0,0,0,0,0,1,0,28,13.4,0.0,0.0,1.3,0,3,0,0,1,0.00,0.00,0.00,0.17,6,False
Kepa,Arrizabalaga Revuelta,Arrizabalaga,Arsenal,GKP,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Karl,Hein,Hein,Arsenal,GKP,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Tommy,Setford,Setford,Arsenal,GKP,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Gabriel,dos Santos Magalhães,Gabriel,Arsenal,DEF,2,5,90,0,0,1,0,0,0,0,0,0,0,0,26,13.4,3.3,6.0,2.3,3,4,0,3,1,0.04,0.01,0.05,0.17,6,False
William,Saliba,Saliba,Arsenal,DEF,2,6,90,0,0,1,0,0,0,0,0,0,0,0,27,18.4,2.1,2.0,2.3,5,4,0,5,1,0.00,0.01,0.01,0.17,6,False
Riccardo,Calafiori,Calafiori,Arsenal,DEF,2,7,63,0,2,1,0,0,0,0,0,0,0,1,38,38.0,21.4,22.0,8.1,1,1,0,1,1,0.39,0.01,0.40,0.17,13,True
Jurriën,Timber,J.Timber,Arsenal,DEF,2,8,63,2,1,1,0,0,0,0,0,0,0,3,68,95.0,28.5,75.0,19.9,2,1,4,6,1,0.81,0.05,0.86,0.17,24,True
Jakub,Kiwior,Kiwior,Arsenal,DEF,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Myles,Lewis-Skelly,Lewis-Skelly,Arsenal,DEF,2,10,26,0,0,0,0,0,0,0,0,0,0,0,7,4.2,3.7,0.0,0.8,0,2,1,1,0,0.00,0.00,0.00,0.00,1,False
Benjamin,White,White,Arsenal,DEF,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Oleksandr,Zinchenko,Zinchenko,Nott'm Forest,DEF,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Brayden,Clarke,Clarke,Arsenal,DEF,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Maldini,Kacurri,Kacurri,Arsenal,DEF,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Josh,Nichols,Nichols,Arsenal,DEF,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Bukayo,Saka,Saka,Arsenal,MID,2,16,52,1,0,0,0,0,0,0,0,0,0,0,27,40.4,30.4,21.0,9.2,0,4,0,4,1,0.11,0.03,0.14,0.17,6,False
Martin,Ødegaard,Ødegaard,Arsenal,MID,2,17,37,0,0,0,0,0,0,0,0,0,0,0,5,1.6,4.4,3.0,0.9,0,1,1,2,1,0.05,0.05,0.10,0.17,1,False
Noni,Madueke,Madueke,Arsenal,MID,2,18,63,0,0,1,0,0,0,0,0,0,0,0,10,5.6,26.9,10.0,4.3,0,3,0,3,1,0.00,0.09,0.09,0.17,3,False
Gabriel,Martinelli Silva,Martinelli,Arsenal,MID,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Leandro,Trossard,Trossard,Arsenal,MID,2,20,37,0,0,0,0,0,0,0,0,0,0,0,4,5.4,21.5,4.0,3.1,0,0,0,0,0,0.07,0.03,0.10,0.00,1,False
Declan,Rice,Rice,Arsenal,MID,2,21,90,0,1,1,0,0,0,0,0,0,0,0,26,25.2,50.0,2.0,7.7,0,3,0,3,1,0.00,0.54,0.54,0.17,6,False
Mikel,Merino Zazón,Merino,Arsenal,MID,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Fábio,Ferreira Vieira,Fábio Vieira,Arsenal,MID,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Christian,Nørgaard,Nørgaard,Arsenal,MID,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Ethan,Nwaneri,Nwaneri,Arsenal,MID,2,25,52,0,0,0,0,0,0,0,0,0,0,0,3,5.6,1.8,5.0,1.2,0,3,1,4,0,0.02,0.01,0.03,0.00,1,False
Martín,Zubimendi Ibáñez,Zubimendi,Arsenal,MID,2,26,90,0,0,1,0,0,0,0,0,0,0,0,12,6.4,6.9,1.0,1.4,1,5,2,8,1,0.02,0.02,0.04,0.17,3,False
Reiss,Nelson,Nelson,Brentford,MID,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Ismeal,Kabia,Kabia,Arsenal,MID,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Albert,Sambi Lokonga,Sambi,Arsenal,MID,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Kai,Havertz,Havertz,Arsenal,FWD,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Gabriel,Fernando de Jesus,G.Jesus,Arsenal,FWD,2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Emiliano,Martínez Romero,Martinez,Aston Villa,GKP,2,32,90,0,0,0,1,0,0,0,0,0,1,0,15,12.8,0.0,0.0,1.3,0,10,0,0,1,0.00,0.01,0.01,1.21,2,False
Marco,Bizot,M.Bizot,Aston Villa,GKP,2,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Joe,Gauci,Gauci,Aston Villa,GKP,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Filip,Marschall,Marschall,Aston Villa,GKP,2,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Matty,Cash,Cash,Aston Villa,DEF,2,36,90,0,0,0,1,0,0,0,0,0,0,0,18,20.4,25.4,4.0,5.0,3,5,3,6,1,0.00,0.23,0.23,1.21,2,False
Lucas,Digne,Digne,Aston Villa,DEF,2,37,63,0,0,0,1,0,0,0,0,0,0,0,8,6.8,8.4,6.0,2.1,1,2,1,2,1,0.00,0.16,0.16,1.11,2,False
Ezri,Konsa Ngoyo,Konsa,Aston Villa,DEF,2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Ian,Maatsen,Maatsen,Aston Villa,DEF,2,39,26,0,0,0,0,0,0,0,0,0,0,0,10,10.6,15.4,2.0,2.8,3,2,1,4,0,0.02,0.06,0.08,0.11,1,False
Tyrone,Mings,Mings,Aston Villa,DEF,2,40,90,0,0,0,1,0,0,0,0,0,0,0,12,17.6,12.3,15.0,4.5,5,6,0,5,1,0.11,0.03,0.14,1.21,2,False
